subslice,group,sex,-25,-30,-35,-40,-45,-50,-55,-60,-65,-70,-75
c0851A,expt,F,21.36230473,20.44677735,25.3295898,35.09521482,28.0761719,18.0053711,21.66748046,12.9699707,9.002685547,8.544921874,6.866455078
c0851B,expt,F,-10.83374028,0.152587925,-5.187988263,3.509521448,4.425048825,-2.288818363,-6.408691413,0.305175783,-7.17163086,-7.781982422,-4.119873048
c0856A,expt,F,7.781982425,29.44946288,26.09252933,26.55029293,28.68652343,18.46313483,10.07080078,12.35961914,8.697509771,10.98632813,14.80102539
c0856B,expt,F,30.5175781,42.26684568,37.99438478,29.14428715,23.49853514,15.25878907,15.10620118,5.340576173,7.629394534,-5.950927735,-10.37597656
c0856C,expt,F,-1.983642575,-11.59667968,9.765625,-9.307861325,5.798339775,-2.50E-08,-8.392334007,-6.25610351,-10.07080078,-7.019042973,-5.187988308
c0864A,expt,F,14.6484375,15.10620117,28.99169923,22.8881836,14.95361328,18.15795899,12.20703125,7.934570313,6.408691411,5.493164065,5.950927734
c0823A,expt,M,9.9182129,11.59667969,19.07348633,10.98632813,12.66479492,2.899169926,-1.373291017,9.307861333,5.645751952,13.88549805,2.441406257
c0823B,expt,M,19.53125003,27.46582033,16.93725588,14.0380859,19.37866208,12.2070313,11.59667973,2.50E-09,0.915527343,-1.525878908,-6.561279299
c0826A,expt,M,13.12255855,20.90454101,16.17431642,26.0925293,26.0925293,27.6184082,21.82006836,22.73559571,18.0053711,19.83642579,22.43041993
c0826B,expt,M,3.96728515,1.525878905,7.32421875,-1.831054688,0.915527345,0.305175783,-0.152587891,-4.425048826,-0.457763672,-0.915527342,-3.662109374
c0827A,expt,M,11.90185548,16.63208008,19.53125,11.4440918,9.613037113,10.68115235,2.899169928,4.577636717,0.305175781,-5.950927733,-3.967285154
c0827B,expt,M,19.2260742,37.23144533,18.61572263,14.19067383,17.8527832,16.47949219,3.509521483,-5.340576172,-4.882812499,-11.13891601,-9.460449218
c0845A,expt,M,32.65380858,28.07617186,2.593994182,22.12524419,10.83374024,12.20703122,10.52856445,-11.29150391,-4.272460943,-10.22338868,-10.37597656
c0845B,expt,M,14.49584961,18.46313474,15.10620117,10.98632813,8.087158203,-0.152587887,-7.171630853,-14.03808594,-15.71655274,-14.80102539,-16.63208008
c0852A,expt,M,11.7492676,14.49584961,18.61572266,9.00268555,2.89916992,-3.356933598,-5.493164063,-8.0871582,-11.59667969,-9.155273436,-8.392333985
c0852B,expt,M,6.256103507,4.730224615,7.47680664,4.425048828,0.610351562,-2.28881836,0.762939452,-1.220703127,-4.8828125,-5.340576173,-4.73022461
c0860A,expt,M,21.05712893,21.20971682,24.10888672,7.62939453,14.80102539,6.713867188,2.89916992,-7.32421875,-12.9699707,-11.4440918,-17.24243164
c0871A,expt,M,21.5148926,14.95361326,13.4277344,25.17700196,10.83374023,2.44140625,-2.593994141,-8.697509764,-7.78198242,-9.765625003,-17.70019532
c0871B,expt,M,-0.915527342,5.18798828,-4.119873043,-18.0053711,-13.42773437,-13.12255859,-6.256103513,-10.83374024,-10.37597657,-6.408691407,-13.1225586
